project_id,task_id,template_id,task_name,start_date,end_date,owner,location,status,risk,sla_due,dependency
PROJ-00248,TASK-000900,TEMPLATE-009,Power Backup Setup - Excavation,2025-01-20,2025-01-22,Marcus Conway,Delhi,Not Started,Low,2025-01-29,TASK-000899
PROJ-00248,TASK-000901,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-01-20,2025-01-21,Sean Obrien,Bangalore,Not Started,Medium,2025-01-29,TASK-000900
PROJ-00248,TASK-000902,TEMPLATE-009,Power Backup Setup - Testing,2025-01-20,2025-01-26,Douglas Lewis,Delhi,Completed,Medium,2025-01-29,TASK-000901
PROJ-00248,TASK-000903,TEMPLATE-009,Power Backup Setup - Handover,2025-01-20,2025-01-27,Katherine Wood,Bangalore,Delayed,High,2025-01-29,TASK-000902
PROJ-00249,TASK-000904,TEMPLATE-002,Fiber Trenching - Survey,2025-06-17,2025-06-28,Colleen Price MD,Mumbai,In Progress,Medium,2025-07-02,TASK-000903
PROJ-00249,TASK-000905,TEMPLATE-002,Fiber Trenching - Excavation,2025-06-17,2025-06-25,Victor Lewis,Hyderabad,Delayed,Low,2025-07-02,TASK-000904
PROJ-00249,TASK-000906,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-06-17,2025-06-25,John Smith,Hyderabad,Completed,Medium,2025-07-02,TASK-000905
PROJ-00250,TASK-000907,TEMPLATE-003,Site Acceptance Test - Survey,2024-07-28,2024-07-30,Patrick King,Mumbai,Completed,Low,2024-08-01,TASK-000906
PROJ-00250,TASK-000908,TEMPLATE-003,Site Acceptance Test - Excavation,2024-07-28,2024-07-30,Evan Wright,Mumbai,In Progress,High,2024-08-01,TASK-000907
PROJ-00250,TASK-000909,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-07-28,2024-07-29,Tiffany Thompson,Delhi,In Progress,High,2024-08-01,TASK-000908
PROJ-00251,TASK-000910,TEMPLATE-004,Fiber Trenching - Survey,2024-07-09,2024-07-14,John Johnson,Bangalore,Not Started,High,2024-07-21,TASK-000909
PROJ-00251,TASK-000911,TEMPLATE-004,Fiber Trenching - Excavation,2024-07-09,2024-07-10,Charles Richards,Bangalore,In Progress,High,2024-07-21,TASK-000910
PROJ-00251,TASK-000912,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-07-09,2024-07-12,Adam Ortega,Hyderabad,Not Started,Low,2024-07-21,TASK-000911
PROJ-00252,TASK-000913,TEMPLATE-005,RF Optimization - Survey,2025-03-21,2025-03-26,Kaylee Hutchinson,Chennai,Delayed,Medium,2025-03-31,TASK-000912
PROJ-00252,TASK-000914,TEMPLATE-005,RF Optimization - Excavation,2025-03-21,2025-03-27,Brian Sanchez,Bangalore,Completed,Low,2025-03-31,TASK-000913
PROJ-00252,TASK-000915,TEMPLATE-005,RF Optimization - Cable Laying,2025-03-21,2025-03-29,Shannon Jackson,Chennai,Delayed,High,2025-03-31,TASK-000914
PROJ-00252,TASK-000916,TEMPLATE-005,RF Optimization - Testing,2025-03-21,2025-03-23,David Johns,Mumbai,Completed,High,2025-03-31,TASK-000915
PROJ-00253,TASK-000917,TEMPLATE-010,Site Acceptance Test - Survey,2024-09-20,2024-09-30,Nathan Gutierrez,Chennai,Completed,High,2024-10-02,TASK-000916
PROJ-00253,TASK-000918,TEMPLATE-010,Site Acceptance Test - Excavation,2024-09-20,2024-09-22,Kylie Hogan,Bangalore,Not Started,Medium,2024-10-02,TASK-000917
PROJ-00253,TASK-000919,TEMPLATE-010,Site Acceptance Test - Cable Laying,2024-09-20,2024-09-25,Christopher Robinson,Chennai,Completed,Medium,2024-10-02,TASK-000918
PROJ-00254,TASK-000920,TEMPLATE-005,RF Optimization - Survey,2025-04-29,2025-05-03,Jean Clark,Delhi,In Progress,Low,2025-05-09,TASK-000919
PROJ-00254,TASK-000921,TEMPLATE-005,RF Optimization - Excavation,2025-04-29,2025-05-06,Sandra Grant,Chennai,In Progress,High,2025-05-09,TASK-000920
PROJ-00254,TASK-000922,TEMPLATE-005,RF Optimization - Cable Laying,2025-04-29,2025-04-30,Samuel Barker,Bangalore,Completed,Medium,2025-05-09,TASK-000921
PROJ-00254,TASK-000923,TEMPLATE-005,RF Optimization - Testing,2025-04-29,2025-05-06,Joseph Turner,Bangalore,Delayed,High,2025-05-09,TASK-000922
PROJ-00255,TASK-000924,TEMPLATE-001,5G Tower Installation - Survey,2025-04-28,2025-04-29,Melissa Nelson,Chennai,In Progress,High,2025-05-02,TASK-000923
PROJ-00255,TASK-000925,TEMPLATE-001,5G Tower Installation - Excavation,2025-04-28,2025-04-30,John Miller Jr.,Chennai,Completed,Low,2025-05-02,TASK-000924
PROJ-00255,TASK-000926,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-04-28,2025-04-29,Todd French,Chennai,Not Started,Medium,2025-05-02,TASK-000925
PROJ-00255,TASK-000927,TEMPLATE-001,5G Tower Installation - Testing,2025-04-28,2025-04-29,John Brown,Chennai,In Progress,High,2025-05-02,TASK-000926
PROJ-00255,TASK-000928,TEMPLATE-001,5G Tower Installation - Handover,2025-04-28,2025-04-30,Keith Thomas,Mumbai,In Progress,Medium,2025-05-02,TASK-000927
PROJ-00256,TASK-000929,TEMPLATE-004,Fiber Trenching - Survey,2025-02-10,2025-02-15,Adam Davis,Bangalore,Completed,Medium,2025-02-22,TASK-000928
PROJ-00256,TASK-000930,TEMPLATE-004,Fiber Trenching - Excavation,2025-02-10,2025-02-15,Ashley Marshall,Hyderabad,Completed,Medium,2025-02-22,TASK-000929
PROJ-00256,TASK-000931,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-02-10,2025-02-12,David Ramirez,Bangalore,Not Started,High,2025-02-22,TASK-000930
PROJ-00257,TASK-000932,TEMPLATE-010,Site Acceptance Test - Survey,2025-01-01,2025-01-11,Thomas Lee,Hyderabad,Not Started,Medium,2025-01-13,TASK-000931
PROJ-00257,TASK-000933,TEMPLATE-010,Site Acceptance Test - Excavation,2025-01-01,2025-01-05,Oscar Griffin,Hyderabad,Not Started,High,2025-01-13,TASK-000932
PROJ-00257,TASK-000934,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-01-01,2025-01-08,Lisa Mullins,Hyderabad,Completed,Medium,2025-01-13,TASK-000933
PROJ-00258,TASK-000935,TEMPLATE-001,5G Tower Installation - Survey,2025-01-22,2025-01-23,Michael Brown,Delhi,In Progress,Medium,2025-01-26,TASK-000934
PROJ-00258,TASK-000936,TEMPLATE-001,5G Tower Installation - Excavation,2025-01-22,2025-01-24,Amanda Carpenter,Hyderabad,Delayed,Low,2025-01-26,TASK-000935
PROJ-00258,TASK-000937,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-01-22,2025-01-24,Sherri Ramos,Delhi,Not Started,Medium,2025-01-26,TASK-000936
PROJ-00258,TASK-000938,TEMPLATE-001,5G Tower Installation - Testing,2025-01-22,2025-01-24,Bobby Sutton,Delhi,Completed,High,2025-01-26,TASK-000937
PROJ-00258,TASK-000939,TEMPLATE-001,5G Tower Installation - Handover,2025-01-22,2025-01-23,Katie Calderon,Mumbai,Delayed,Medium,2025-01-26,TASK-000938
PROJ-00259,TASK-000940,TEMPLATE-004,Fiber Trenching - Survey,2025-03-28,2025-03-31,Jennifer Miller,Hyderabad,In Progress,Medium,2025-04-09,TASK-000939
PROJ-00259,TASK-000941,TEMPLATE-004,Fiber Trenching - Excavation,2025-03-28,2025-03-30,Kim Sanders,Delhi,Delayed,High,2025-04-09,TASK-000940
PROJ-00259,TASK-000942,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-03-28,2025-04-04,Matthew Heath,Bangalore,Delayed,Medium,2025-04-09,TASK-000941
PROJ-00260,TASK-000943,TEMPLATE-007,Site Acceptance Test - Survey,2024-07-25,2024-07-26,James Rivera,Mumbai,In Progress,High,2024-08-03,TASK-000942
PROJ-00260,TASK-000944,TEMPLATE-007,Site Acceptance Test - Excavation,2024-07-25,2024-07-28,Dr. Maria Hill,Mumbai,Completed,High,2024-08-03,TASK-000943
PROJ-00260,TASK-000945,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-07-25,2024-07-27,Marcus Stevens,Mumbai,Not Started,High,2024-08-03,TASK-000944
PROJ-00260,TASK-000946,TEMPLATE-007,Site Acceptance Test - Testing,2024-07-25,2024-07-31,Mr. Eric Woods PhD,Delhi,In Progress,High,2024-08-03,TASK-000945
PROJ-00260,TASK-000947,TEMPLATE-007,Site Acceptance Test - Handover,2024-07-25,2024-07-28,Jerry Rios,Chennai,In Progress,Low,2024-08-03,TASK-000946
PROJ-00261,TASK-000948,TEMPLATE-007,Site Acceptance Test - Survey,2024-10-15,2024-10-20,Lindsey Steele,Hyderabad,Completed,Low,2024-10-24,TASK-000947
PROJ-00261,TASK-000949,TEMPLATE-007,Site Acceptance Test - Excavation,2024-10-15,2024-10-16,James Sanchez,Mumbai,Completed,Medium,2024-10-24,TASK-000948
PROJ-00261,TASK-000950,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-10-15,2024-10-19,James Bowman,Hyderabad,Completed,Medium,2024-10-24,TASK-000949
PROJ-00261,TASK-000951,TEMPLATE-007,Site Acceptance Test - Testing,2024-10-15,2024-10-21,Darrell Figueroa,Delhi,Completed,Medium,2024-10-24,TASK-000950
PROJ-00261,TASK-000952,TEMPLATE-007,Site Acceptance Test - Handover,2024-10-15,2024-10-18,Dawn Fisher,Delhi,In Progress,Medium,2024-10-24,TASK-000951
PROJ-00262,TASK-000953,TEMPLATE-001,5G Tower Installation - Survey,2025-03-21,2025-03-22,David Chapman,Delhi,In Progress,Low,2025-03-25,TASK-000952
PROJ-00262,TASK-000954,TEMPLATE-001,5G Tower Installation - Excavation,2025-03-21,2025-03-22,Heather Craig,Hyderabad,In Progress,Low,2025-03-25,TASK-000953
PROJ-00262,TASK-000955,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-03-21,2025-03-23,Melissa Fletcher,Mumbai,Delayed,High,2025-03-25,TASK-000954
PROJ-00262,TASK-000956,TEMPLATE-001,5G Tower Installation - Testing,2025-03-21,2025-03-23,Ashley Nelson,Hyderabad,Not Started,High,2025-03-25,TASK-000955
PROJ-00262,TASK-000957,TEMPLATE-001,5G Tower Installation - Handover,2025-03-21,2025-03-22,Deborah Robinson,Mumbai,Not Started,Low,2025-03-25,TASK-000956
PROJ-00263,TASK-000958,TEMPLATE-002,Fiber Trenching - Survey,2025-05-31,2025-06-07,Mariah Thomas,Bangalore,Delayed,Low,2025-06-15,TASK-000957
PROJ-00263,TASK-000959,TEMPLATE-002,Fiber Trenching - Excavation,2025-05-31,2025-06-09,Adrienne Davis,Chennai,Delayed,High,2025-06-15,TASK-000958
PROJ-00263,TASK-000960,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-05-31,2025-06-03,Susan Gonzalez,Delhi,Not Started,Medium,2025-06-15,TASK-000959
PROJ-00264,TASK-000961,TEMPLATE-007,Site Acceptance Test - Survey,2025-04-15,2025-04-21,Valerie Mcintyre,Mumbai,Completed,High,2025-04-24,TASK-000960
PROJ-00264,TASK-000962,TEMPLATE-007,Site Acceptance Test - Excavation,2025-04-15,2025-04-20,Shirley Chavez,Delhi,Delayed,Low,2025-04-24,TASK-000961
PROJ-00264,TASK-000963,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-04-15,2025-04-20,Michael Burns,Hyderabad,Not Started,Medium,2025-04-24,TASK-000962
PROJ-00264,TASK-000964,TEMPLATE-007,Site Acceptance Test - Testing,2025-04-15,2025-04-16,Monica Simon,Mumbai,Delayed,Low,2025-04-24,TASK-000963
PROJ-00264,TASK-000965,TEMPLATE-007,Site Acceptance Test - Handover,2025-04-15,2025-04-20,Jennifer Gomez,Delhi,Completed,High,2025-04-24,TASK-000964
PROJ-00265,TASK-000966,TEMPLATE-004,Fiber Trenching - Survey,2024-12-06,2024-12-12,Meredith Garcia,Bangalore,Completed,Low,2024-12-18,TASK-000965
PROJ-00265,TASK-000967,TEMPLATE-004,Fiber Trenching - Excavation,2024-12-06,2024-12-07,Diana Ramirez,Hyderabad,Delayed,Low,2024-12-18,TASK-000966
PROJ-00265,TASK-000968,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-12-06,2024-12-14,Allison Cross,Chennai,In Progress,Low,2024-12-18,TASK-000967
PROJ-00266,TASK-000969,TEMPLATE-001,5G Tower Installation - Survey,2025-05-01,2025-05-02,Brandon Livingston,Mumbai,Delayed,Low,2025-05-05,TASK-000968
PROJ-00266,TASK-000970,TEMPLATE-001,5G Tower Installation - Excavation,2025-05-01,2025-05-02,Mr. Daniel Villegas,Hyderabad,Not Started,High,2025-05-05,TASK-000969
PROJ-00266,TASK-000971,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-05-01,2025-05-02,Reginald Hernandez,Chennai,In Progress,Medium,2025-05-05,TASK-000970
PROJ-00266,TASK-000972,TEMPLATE-001,5G Tower Installation - Testing,2025-05-01,2025-05-03,Kendra Archer,Chennai,Delayed,Low,2025-05-05,TASK-000971
PROJ-00266,TASK-000973,TEMPLATE-001,5G Tower Installation - Handover,2025-05-01,2025-05-02,Morgan Graham,Delhi,Not Started,Medium,2025-05-05,TASK-000972
PROJ-00267,TASK-000974,TEMPLATE-006,Power Backup Setup - Survey,2025-03-25,2025-04-07,Jay Hicks,Chennai,Delayed,High,2025-04-10,TASK-000973
PROJ-00267,TASK-000975,TEMPLATE-006,Power Backup Setup - Excavation,2025-03-25,2025-03-27,Tiffany Torres,Mumbai,Not Started,Low,2025-04-10,TASK-000974
PROJ-00267,TASK-000976,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-03-25,2025-04-08,Jennifer James,Delhi,In Progress,Medium,2025-04-10,TASK-000975
PROJ-00268,TASK-000977,TEMPLATE-006,Power Backup Setup - Survey,2025-04-29,2025-05-07,Michele Murray,Hyderabad,Completed,High,2025-05-15,TASK-000976
PROJ-00268,TASK-000978,TEMPLATE-006,Power Backup Setup - Excavation,2025-04-29,2025-05-01,Kristin Smith,Chennai,Completed,Low,2025-05-15,TASK-000977
PROJ-00268,TASK-000979,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-04-29,2025-05-01,Elizabeth Berger,Bangalore,Delayed,Medium,2025-05-15,TASK-000978
PROJ-00269,TASK-000980,TEMPLATE-005,RF Optimization - Survey,2025-01-16,2025-01-23,Paul Dean,Bangalore,Delayed,High,2025-01-26,TASK-000979
PROJ-00269,TASK-000981,TEMPLATE-005,RF Optimization - Excavation,2025-01-16,2025-01-19,Benjamin Johnson,Mumbai,In Progress,High,2025-01-26,TASK-000980
PROJ-00269,TASK-000982,TEMPLATE-005,RF Optimization - Cable Laying,2025-01-16,2025-01-17,Melissa Rodriguez,Delhi,Not Started,Medium,2025-01-26,TASK-000981
PROJ-00269,TASK-000983,TEMPLATE-005,RF Optimization - Testing,2025-01-16,2025-01-24,Austin Moyer,Hyderabad,Delayed,Low,2025-01-26,TASK-000982
PROJ-00270,TASK-000984,TEMPLATE-010,Site Acceptance Test - Survey,2025-04-08,2025-04-15,William Coleman,Chennai,Not Started,High,2025-04-20,TASK-000983
PROJ-00270,TASK-000985,TEMPLATE-010,Site Acceptance Test - Excavation,2025-04-08,2025-04-11,Deborah Wilson,Bangalore,Delayed,Low,2025-04-20,TASK-000984
PROJ-00270,TASK-000986,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-04-08,2025-04-15,Daniel Vincent,Bangalore,Not Started,Low,2025-04-20,TASK-000985
PROJ-00271,TASK-000987,TEMPLATE-005,RF Optimization - Survey,2025-06-02,2025-06-08,Alex Sanders,Mumbai,In Progress,High,2025-06-12,TASK-000986
PROJ-00271,TASK-000988,TEMPLATE-005,RF Optimization - Excavation,2025-06-02,2025-06-08,Roy Evans,Hyderabad,Not Started,Medium,2025-06-12,TASK-000987
PROJ-00271,TASK-000989,TEMPLATE-005,RF Optimization - Cable Laying,2025-06-02,2025-06-06,James Pearson,Bangalore,Completed,High,2025-06-12,TASK-000988
PROJ-00271,TASK-000990,TEMPLATE-005,RF Optimization - Testing,2025-06-02,2025-06-09,Aaron Oneal,Delhi,Not Started,Low,2025-06-12,TASK-000989
PROJ-00272,TASK-000991,TEMPLATE-003,Site Acceptance Test - Survey,2025-05-21,2025-05-23,Tonya Shaw,Bangalore,In Progress,Low,2025-05-25,TASK-000990
PROJ-00272,TASK-000992,TEMPLATE-003,Site Acceptance Test - Excavation,2025-05-21,2025-05-23,Justin Kemp Jr.,Chennai,In Progress,Medium,2025-05-25,TASK-000991
PROJ-00272,TASK-000993,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-05-21,2025-05-23,Jessica Hull,Mumbai,In Progress,High,2025-05-25,TASK-000992
PROJ-00273,TASK-000994,TEMPLATE-007,Site Acceptance Test - Survey,2025-06-18,2025-06-22,Brandon Moore,Delhi,Not Started,Medium,2025-06-27,TASK-000993
PROJ-00273,TASK-000995,TEMPLATE-007,Site Acceptance Test - Excavation,2025-06-18,2025-06-22,Joshua Carr,Hyderabad,Delayed,Low,2025-06-27,TASK-000994
PROJ-00273,TASK-000996,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-06-18,2025-06-25,Katie Harris,Bangalore,Delayed,Medium,2025-06-27,TASK-000995
PROJ-00273,TASK-000997,TEMPLATE-007,Site Acceptance Test - Testing,2025-06-18,2025-06-19,Ms. Emily Gutierrez DDS,Bangalore,Not Started,Low,2025-06-27,TASK-000996
PROJ-00273,TASK-000998,TEMPLATE-007,Site Acceptance Test - Handover,2025-06-18,2025-06-22,Andrew Munoz,Bangalore,Not Started,High,2025-06-27,TASK-000997
PROJ-00274,TASK-000999,TEMPLATE-009,Power Backup Setup - Survey,2024-10-14,2024-10-15,Kelly Rios,Mumbai,Completed,High,2024-10-23,TASK-000998
PROJ-00274,TASK-001000,TEMPLATE-009,Power Backup Setup - Excavation,2024-10-14,2024-10-19,Jacob Salas,Delhi,Delayed,Medium,2024-10-23,TASK-000999
PROJ-00274,TASK-001001,TEMPLATE-009,Power Backup Setup - Cable Laying,2024-10-14,2024-10-17,Patricia Campbell,Mumbai,In Progress,Medium,2024-10-23,TASK-001000
PROJ-00274,TASK-001002,TEMPLATE-009,Power Backup Setup - Testing,2024-10-14,2024-10-17,Kelsey Johnson,Hyderabad,Delayed,High,2024-10-23,TASK-001001
PROJ-00274,TASK-001003,TEMPLATE-009,Power Backup Setup - Handover,2024-10-14,2024-10-20,Jeffery Taylor,Chennai,Delayed,Low,2024-10-23,TASK-001002
PROJ-00275,TASK-001004,TEMPLATE-002,Fiber Trenching - Survey,2025-02-20,2025-03-05,Samuel Murphy,Delhi,Not Started,Medium,2025-03-07,TASK-001003
PROJ-00275,TASK-001005,TEMPLATE-002,Fiber Trenching - Excavation,2025-02-20,2025-02-26,Sydney Norris,Chennai,Completed,High,2025-03-07,TASK-001004
PROJ-00275,TASK-001006,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-02-20,2025-02-22,Vincent Morales,Mumbai,In Progress,Medium,2025-03-07,TASK-001005
PROJ-00276,TASK-001007,TEMPLATE-003,Site Acceptance Test - Survey,2025-06-23,2025-06-25,Gregory Estrada,Mumbai,Completed,High,2025-06-27,TASK-001006
PROJ-00276,TASK-001008,TEMPLATE-003,Site Acceptance Test - Excavation,2025-06-23,2025-06-24,Allen Rice,Delhi,Not Started,Medium,2025-06-27,TASK-001007
PROJ-00276,TASK-001009,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-06-23,2025-06-24,Diana Jacobs,Bangalore,In Progress,High,2025-06-27,TASK-001008
PROJ-00277,TASK-001010,TEMPLATE-006,Power Backup Setup - Survey,2024-09-26,2024-09-28,Sierra Drake,Bangalore,Not Started,High,2024-10-12,TASK-001009
PROJ-00277,TASK-001011,TEMPLATE-006,Power Backup Setup - Excavation,2024-09-26,2024-10-10,Elijah Garcia,Hyderabad,Not Started,Medium,2024-10-12,TASK-001010
PROJ-00277,TASK-001012,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-09-26,2024-10-04,Charles Solis,Hyderabad,In Progress,Medium,2024-10-12,TASK-001011
PROJ-00278,TASK-001013,TEMPLATE-001,5G Tower Installation - Survey,2024-07-12,2024-07-13,Tina Bailey,Hyderabad,Delayed,High,2024-07-16,TASK-001012
PROJ-00278,TASK-001014,TEMPLATE-001,5G Tower Installation - Excavation,2024-07-12,2024-07-14,Joseph Levy,Hyderabad,In Progress,High,2024-07-16,TASK-001013
PROJ-00278,TASK-001015,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-07-12,2024-07-13,Ryan Campbell,Delhi,Not Started,Medium,2024-07-16,TASK-001014
PROJ-00278,TASK-001016,TEMPLATE-001,5G Tower Installation - Testing,2024-07-12,2024-07-14,Samuel Figueroa,Hyderabad,Delayed,Medium,2024-07-16,TASK-001015
PROJ-00278,TASK-001017,TEMPLATE-001,5G Tower Installation - Handover,2024-07-12,2024-07-13,Suzanne Brown,Chennai,Delayed,Medium,2024-07-16,TASK-001016
PROJ-00279,TASK-001018,TEMPLATE-005,RF Optimization - Survey,2024-10-06,2024-10-14,Nicholas Robles,Delhi,In Progress,Medium,2024-10-16,TASK-001017
PROJ-00279,TASK-001019,TEMPLATE-005,RF Optimization - Excavation,2024-10-06,2024-10-11,Jacqueline Peterson,Hyderabad,Completed,High,2024-10-16,TASK-001018
PROJ-00279,TASK-001020,TEMPLATE-005,RF Optimization - Cable Laying,2024-10-06,2024-10-10,Christopher Green,Delhi,In Progress,High,2024-10-16,TASK-001019
PROJ-00279,TASK-001021,TEMPLATE-005,RF Optimization - Testing,2024-10-06,2024-10-11,Betty Johnson,Chennai,In Progress,High,2024-10-16,TASK-001020
PROJ-00280,TASK-001022,TEMPLATE-003,Site Acceptance Test - Survey,2024-12-24,2024-12-26,Brianna Hughes,Mumbai,Completed,High,2024-12-28,TASK-001021
PROJ-00280,TASK-001023,TEMPLATE-003,Site Acceptance Test - Excavation,2024-12-24,2024-12-26,Jessica Matthews,Hyderabad,Delayed,High,2024-12-28,TASK-001022
PROJ-00280,TASK-001024,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-12-24,2024-12-26,Sandra Rhodes,Bangalore,Not Started,High,2024-12-28,TASK-001023
PROJ-00281,TASK-001025,TEMPLATE-002,Fiber Trenching - Survey,2024-09-19,2024-09-20,John Chaney,Bangalore,In Progress,Low,2024-10-04,TASK-001024
PROJ-00281,TASK-001026,TEMPLATE-002,Fiber Trenching - Excavation,2024-09-19,2024-09-30,Michele Rodriguez,Mumbai,In Progress,Medium,2024-10-04,TASK-001025
PROJ-00281,TASK-001027,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-09-19,2024-10-02,Joseph Williams,Delhi,Completed,High,2024-10-04,TASK-001026
PROJ-00282,TASK-001028,TEMPLATE-005,RF Optimization - Survey,2025-05-17,2025-05-20,Susan Perez,Mumbai,Completed,Low,2025-05-27,TASK-001027
PROJ-00282,TASK-001029,TEMPLATE-005,RF Optimization - Excavation,2025-05-17,2025-05-18,Daisy Fox,Chennai,Delayed,Low,2025-05-27,TASK-001028
PROJ-00282,TASK-001030,TEMPLATE-005,RF Optimization - Cable Laying,2025-05-17,2025-05-21,Charles Davies,Hyderabad,Delayed,Low,2025-05-27,TASK-001029
PROJ-00282,TASK-001031,TEMPLATE-005,RF Optimization - Testing,2025-05-17,2025-05-22,Ms. Morgan Sparks,Mumbai,Delayed,Medium,2025-05-27,TASK-001030
PROJ-00283,TASK-001032,TEMPLATE-007,Site Acceptance Test - Survey,2025-03-21,2025-03-28,Mary Frey,Chennai,Not Started,Low,2025-03-30,TASK-001031
PROJ-00283,TASK-001033,TEMPLATE-007,Site Acceptance Test - Excavation,2025-03-21,2025-03-27,Kimberly Jones,Chennai,In Progress,High,2025-03-30,TASK-001032
PROJ-00283,TASK-001034,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-03-21,2025-03-28,Todd Hodges,Bangalore,In Progress,High,2025-03-30,TASK-001033
PROJ-00283,TASK-001035,TEMPLATE-007,Site Acceptance Test - Testing,2025-03-21,2025-03-27,Carl Lee,Chennai,In Progress,High,2025-03-30,TASK-001034
PROJ-00283,TASK-001036,TEMPLATE-007,Site Acceptance Test - Handover,2025-03-21,2025-03-23,Ricky Hamilton,Chennai,Delayed,Low,2025-03-30,TASK-001035
PROJ-00284,TASK-001037,TEMPLATE-002,Fiber Trenching - Survey,2025-02-06,2025-02-09,Kristen Padilla,Delhi,Not Started,Medium,2025-02-21,TASK-001036
PROJ-00284,TASK-001038,TEMPLATE-002,Fiber Trenching - Excavation,2025-02-06,2025-02-07,Andrea Weiss,Bangalore,Completed,High,2025-02-21,TASK-001037
PROJ-00284,TASK-001039,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-02-06,2025-02-11,Jacob Roman,Delhi,In Progress,High,2025-02-21,TASK-001038
PROJ-00285,TASK-001040,TEMPLATE-005,RF Optimization - Survey,2025-01-21,2025-01-22,Daniel Burgess,Chennai,Delayed,High,2025-01-31,TASK-001039
PROJ-00285,TASK-001041,TEMPLATE-005,RF Optimization - Excavation,2025-01-21,2025-01-24,John Davis,Mumbai,In Progress,Medium,2025-01-31,TASK-001040
PROJ-00285,TASK-001042,TEMPLATE-005,RF Optimization - Cable Laying,2025-01-21,2025-01-22,Megan Walker,Hyderabad,Completed,Medium,2025-01-31,TASK-001041
PROJ-00285,TASK-001043,TEMPLATE-005,RF Optimization - Testing,2025-01-21,2025-01-27,Erin Patton,Mumbai,Completed,High,2025-01-31,TASK-001042
PROJ-00286,TASK-001044,TEMPLATE-004,Fiber Trenching - Survey,2025-05-10,2025-05-13,Angela Rosales,Hyderabad,Not Started,High,2025-05-22,TASK-001043
PROJ-00286,TASK-001045,TEMPLATE-004,Fiber Trenching - Excavation,2025-05-10,2025-05-13,Amanda Allison,Bangalore,Delayed,Low,2025-05-22,TASK-001044
PROJ-00286,TASK-001046,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-05-10,2025-05-16,David Valdez,Delhi,In Progress,High,2025-05-22,TASK-001045
PROJ-00287,TASK-001047,TEMPLATE-006,Power Backup Setup - Survey,2025-06-05,2025-06-11,Sarah Fletcher,Chennai,Completed,Low,2025-06-21,TASK-001046
PROJ-00287,TASK-001048,TEMPLATE-006,Power Backup Setup - Excavation,2025-06-05,2025-06-18,Christine Sparks,Hyderabad,Delayed,High,2025-06-21,TASK-001047
PROJ-00287,TASK-001049,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-06-05,2025-06-19,Crystal Villa,Mumbai,Not Started,High,2025-06-21,TASK-001048
PROJ-00288,TASK-001050,TEMPLATE-006,Power Backup Setup - Survey,2025-03-14,2025-03-22,Eileen Jennings,Delhi,In Progress,Low,2025-03-30,TASK-001049
PROJ-00288,TASK-001051,TEMPLATE-006,Power Backup Setup - Excavation,2025-03-14,2025-03-25,Jennifer Bishop,Chennai,Delayed,Low,2025-03-30,TASK-001050
PROJ-00288,TASK-001052,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-03-14,2025-03-21,Tina Walters,Chennai,Completed,Low,2025-03-30,TASK-001051
PROJ-00289,TASK-001053,TEMPLATE-009,Power Backup Setup - Survey,2025-05-07,2025-05-14,Kristy Mitchell,Chennai,Delayed,Medium,2025-05-16,TASK-001052
PROJ-00289,TASK-001054,TEMPLATE-009,Power Backup Setup - Excavation,2025-05-07,2025-05-08,Jonathan Jones,Chennai,In Progress,Medium,2025-05-16,TASK-001053
PROJ-00289,TASK-001055,TEMPLATE-009,Power Backup Setup - Cable Laying,2025-05-07,2025-05-12,Miranda King,Mumbai,Not Started,Low,2025-05-16,TASK-001054
